2,14299988746643
2,06049996614456
1,97800004482269
1,98300004005432
1,89100003242493
1,87600004673004
1,88499999046326
1,83899998664856
1,84599995613098
1,7940000295639
1,76300001144409
1,79200005531311
1,73500001430511
1,74300003051758
1,79299998283386
1,75800001621246
1,78199994564056
1,82400000095367
1,80799996852875
1,76400005817413
1,80999994277954
1,79900002479553
1,75600004196167
1,73199999332428
1,82599997520447
1,80499994754791
1,89900004863739
2,1029999256134
2,47099995613098
2,65700006484985
3,07599997520447
3,21499991416931
3,56500005722046
3,74699997901917
4,11700010299683
4,27899980545044
4,36499977111816
4,47900009155273
4,56599998474121
4,55100011825562
4,61199998855591
4,69899988174438
4,6560001373291
4,74499988555908
4,57600021362305
4,60699987411499
4,57600021362305
4,5479998588562
4,43100023269653
4,39400005340576
4,21400022506714
4,03700017929077
3,78099989891052
3,72000002861023
3,74200010299683
3,76799988746643
3,61700010299683
3,42600011825562
3,60199999809265
3,4539999961853
3,5
3,65300011634827
3,55299997329712
3,66100001335144
3,40799999237061
3,36999988555908
3,28999996185303
3,18600010871887
3,11100006103516
3,12800002098084
3,1159999370575
3,16400003433228
3,04399991035461
3,00200009346008
2,98300004005432
2,84599995613098
2,80900001525879
2,79699993133545
2,75799989700317
2,73000001907349
2,66400003433228
2,7039999961853
2,62700009346008
2,55299997329712
2,60400009155273
2,51699995994568
2,48699998855591
2,49000000953674
2,48099994659424
2,43099999427795
2,38100004196167
2,34400010108948
2,26099991798401
2,14199995994568
2,08299994468689
2,06200003623962
2,00600004196167
1,96700000762939
1,95000004768372
1,85800004005432
1,78799998760223
1,79299998283386
1,7849999666214
1,72899997234344
1,73599994182587
1,74800002574921
1,73599994182587
1,74899995326996
1,78999996185303
1,7849999666214
1,77499997615814
1,76600003242493
1,69000005722046
1,71000003814697
1,81700003147125
1,76499998569489
1,77699995040894
1,7039999961853
1,69500005245209
1,67400002479553
1,79200005531311
1,86899995803833
1,90299999713898
2,00300002098084
2,26200008392334
2,50699996948242
2,90199995040894
3,1949999332428
3,41499996185303
3,81200003623962
3,88199996948242
4,04899978637695
4,35400009155273
4,3730001449585
4,47499990463257
4,60300016403198
4,60400009155273
4,56400012969971
4,56699991226196
4,46099996566772
4,50500011444092
4,56199979782104
4,45900011062622
4,45900011062622
4,34999990463257
4,08500003814697
3,91700005531311
3,8289999961853
3,71600008010864
3,63299989700317
3,63999998569488
3,6470000743866
3,54699993133545
3,66300010681152
3,67000007629395
3,59899997711182
3,55299997329712
3,63100004196167
3,625
3,58699989318848
3,50300002098084
3,40400004386902
3,30999994277954
3,25099992752075
3,27999997138977
3,20499992370605
3,28999996185303
3,27600002288818
3,20700001716614
3,11400008201599
3,08699989318848
3,00699996948242
2,9449999332428
2,81599998474121
2,75699996948242
2,65300011634827
2,59200000762939
2,63000011444092
2,59500002861023
2,57100009918213
2,54399991035461
2,53099989891052
2,53399991989136
2,48300004005432
2,41899991035461
2,39100003242493
2,3659999370575
2,38899993896484
2,32699990272522
2,21499991416931
2,17899990081787
2,1710000038147
2,10500001907349
2,0789999961853
1,98699998855591
2,00500011444092
2,01799988746643
1,84500002861023
1,89600002765656
1,83000004291534
1,75300002098083
1,80999994277954
1,74300003051758
1,75800001621246
1,71300005912781
1,77199995517731
1,76699995994568
1,74699997901917
1,67900002002716
1,64699995517731
1,61500000953674
1,61800003051758
1,66600000858307
1,66299998760223
1,58500003814697
1,56099998950958
1,64900004863739
1,83000004291534
1,88999998569489
1,99300003051758
2,25999999046326
2,71900010108948
2,8989999294281
2,97900009155273
3,23600006103516
3,54500007629395
3,73699998855591
4,08699989318848
4,17799997329712
4,30600023269653
4,31300020217896
4,35599994659424
4,25099992752075
4,28900003433228
4,27099990844727
4,30999994277954
4,14300012588501
4,17399978637695
4,15100002288818
4,15500020980835
4,10200023651123
4,07200002670288
3,90499997138977
3,7409999370575
3,61299991607666
3,50300002098084
3,53299999237061
3,54299998283386
3,48099994659424
3,5090000629425
3,41000008583069
3,48300004005432
3,24000000953674
3,14000010490417
3,12800002098084
3,13299989700317
3,15000009536743
3,03099989891052
2,98300004005432
2,92700004577637
2,8989999294281
2,8050000667572
2,82299995422363
2,92199993133545
2,79099988937378
2,83299994468689
2,78800010681152
2,72499990463257
2,60599994659424
2,6159999370575
2,61500000953674
2,71600008010865
2,64699995517731
2,65750002861023
2,62150001525879
2,5625
2,46700000762939
2,39599990844727
